año	O
1815	O
.	O
París	LOC
-LSB-	O
etc.	O
-RSB-	O
,	O
mai	O
1885-1919	O
.	O
Barcelona	LOC
,	O
9	O
mayo	O
1833	O
.	O
Alcoi	LOC
,	O
25	O
de	O
març	O
de	O
1819	O
.	O
Barcelona	LOC
,	O
1488-171	O
.	O
Barcelona	LOC
,	O
1730	O
.	O
Barcelona	LOC
,	O
13	O
de	O
desembre	O
de	O
1855	O
.	O
Valencia	LOC
,	O
Imprenta	O
de	O
D.Mariano	O
de	O
Cabrerizo	O
,	O
1855	O
.	O
París	LOC
,	O
Librería	O
Europea	O
,	O
1848	O
.	O
Barcelona	LOC
,	O
Ramón	PERS
Molina	PERS
,	O
1887-1891	O
Espanya	LOC
.	O
Sevilla	LOC
Espanya	LOC
.	O
Barcelona	LOC
México	LOC
,	O
Impresso	O
por	O
la	O
viuda	O
de	O
d.	O
J.	O
B.	O
de	O
Hogal	O
,	O
1746	O
México	LOC
,	O
Imprenta	O
del	O
Gobierno	O
,	O
1889	O
México	LOC
,	O
Tip	O
.	O
y	O
Lit.La	O
Europea	O
''	O
de	O
J.	PERS
Aguilar	PERS
Vera	PERS
y	PERS
Cía.	PERS
,	O
1897	O
México	LOC
,	O
Tip	O
.	O
y	O
Lit.La	O
Europea	O
''	O
de	O
Fernando	PERS
Camacho	PERS
,	O
1897	O
.	O
Almagro	LOC
-LRB-	O
Ciudad	LOC
Real	LOC
-RRB-	O
,	O
Festival	O
de	O
Almagro	LOC
-LSB-	O
etc	O
-RSB-	O
,	O
1997	O
Almagro	LOC
-LRB-	O
Ciudad	LOC
Real	LOC
-RRB-	O
,	O
Festival	O
de	O
Almagro	LOC
,	O
2000	O
.	O
México	LOC
,	O
Imprenta	O
de	O
I.	O
Escalante	O
,	O
1872	O
México	LOC
,	O
Imprenta	O
del	O
superior	O
gobierno	O
,	O
del	O
Br	O
.	O
D.	PERS
Joseph	PERS
Antonio	PERS
de	PERS
Hogal	PERS
,	O
1770	O
México	LOC
,	O
Hipólito	PERS
Ribera	PERS
,	O
1648	O
México	LOC
,	O
Impr	O
.	O
de	O
Jens	O
y	O
Zapiain	O
,	O
1877	O
Buenos	LOC
Aires	LOC
,	O
Editorial	O
Sudamericana	O
,	O
1951	O
Buenos	LOC
Aires	LOC
,	O
Biblioteca	O
Argentina	LOC
de	O
Buenas	O
Ediciones	O
Literarias	O
,	O
1922	O
-LSB-	O
Londres	LOC
-RSB-	O
:	O
-LSB-	O
Imp	O
.	O
de	O
A.	O
Macintosh	O
-RSB-	O
,	O
1824-1827	O
.	O
Querétaro	LOC
-LSB-	O
México	LOC
-RSB-	O
,	O
Imp	O
.	O
de	O
la	O
Escuela	O
de	O
Artes	O
,	O
1892	O
México	LOC
,	O
Impr	O
.	O
de	O
A.	O
Carranza	O
e	O
hijos	O
,	O
1909	O
.	O
-LSB-	O
México	LOC
-RSB-	O
,	O
en	O
la	O
Imprenta	O
de	O
la	O
bibliotheca	O
Mexicana	O
,	O
1757	O
México	LOC
,	O
Juan	PERS
de	PERS
Ribera	PERS
,	O
1684	O
México	LOC
,	O
Por	O
la	O
viuda	O
de	O
Bernardo	PERS
Calderón	PERS
,	O
1668	O
Quito	LOC
-LRB-	O
Ecuador	LOC
-RRB-	O
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1844	O
Quito	LOC
,	O
Imprenta	O
del	O
Clero	O
,	O
1890	O
Quito	LOC
,	O
Imprenta	O
del	O
Clero	O
,	O
1891	O
Quito	LOC
,	O
Imprenta	O
del	O
Clero	O
,	O
1892	O
Quito	LOC
,	O
Imprenta	O
del	O
Clero	O
,	O
1893	O
Venecia	LOC
,	O
1528	O
.	O
Barcelona	LOC
:	O
Paris	LOC
,	O
1800-1852	O
Zaragoza	LOC
,	O
1825	O
Barcelona	LOC
,	O
1741	O
.	O
Barcelona	LOC
,	O
21	O
de	O
febrer	O
de	O
1901	O
.	O
Granada	LOC
,	O
Imprenta	O
D.	O
Indalecio	PERS
Ventura	PERS
,	O
1870	O
.	O
México	LOC
,	O
Tip	O
.	O
de	O
Gonzalo	O
A.	O
Esteva	O
,	O
1879	O
.	O
Cuernavaca	LOC
-LRB-	O
México	LOC
-RRB-	O
,	O
Luis	O
G.	O
Miranda	O
,	O
Impresor	O
,	O
1895	O
México	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1850	O
-LRB-	O
Imprenta	O
de	O
la	O
voz	O
de	O
la	O
religión	O
-RRB-	O
Alcala	LOC
de	LOC
Henares	LOC
,	O
En	O
casa	O
de	O
Iua	O
Gracia	O
,	O
A	O
costa	O
de	O
Ioa	O
de	O
Motoya	O
,	O
1587	O
.	O
Puebla	LOC
de	LOC
los	LOC
Ángeles	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1887	O
-LRB-	O
Impr	O
.	O
del	O
Colegio	O
P.	O
de	O
Artes	O
-RRB-	O
Barcelona	LOC
,	O
Joventut	O
,	O
1904	O
.	O
Barcelona	LOC
,	O
Tip	O
.	O
L'Avenç	O
,	O
1906	O
.	O
Barcelona	LOC
,	O
La	O
Ilustració	O
Catalana	O
,	O
1891	O
.	O
Barcelona	LOC
,	O
Tobella	O
y	O
Costo	O
,	O
1901	O
.	O
-LSB-	O
México	LOC
-RSB-	O
,	O
La	O
Casa	O
de	O
España	LOC
en	O
México	LOC
,	O
1939	O
.	O
Valencia	LOC
:	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1905	O
-LRB-	O
Tip	O
.	O
Moderna	O
-RRB-	O
.	O
Barcelona	LOC
,	O
Imp	O
.	O
L'Avenç	O
Gràfic	O
,	O
1923	O
.	O
Barcelona	LOC
,	O
Imp	O
.	O
La	O
Renaixensa	O
,	O
1917	O
.	O
Barcelona	LOC
,	O
Impr	O
.	O
La	O
Renaixensa	O
,	O
1900	O
.	O
Quito	LOC
,	O
Imprenta	O
del	O
Clero	O
,	O
1901	O
Quito	LOC
,	O
Imprenta	O
del	O
Clero	O
,	O
1903	O
Valencia	LOC
,	O
-LSB-	O
s.n	O
-RSB-	O
,	O
1905	O
-LRB-	O
Tip	O
.	O
Moderna	O
-RRB-	O
.	O
-LSB-	O
México	LOC
-RSB-	O
,	O
Imprenta	O
del	O
Supremo	O
Gobierno	O
de	O
los	O
Estados	LOC
Unidos	LOC
Mexicanos	LOC
en	O
Palacio	O
,	O
-LSB-	O
s.a.	O
-RSB-	O
México	LOC
,	O
Imprenta	O
de	O
Ignacio	PERS
Cumplido	PERS
,	O
1857	O
Barcelona	LOC
,	O
-LSB-	O
Biblioteca	O
Central	O
-RSB-	O
,	O
1941	O
Buenos	LOC
Aires	LOC
,	O
Otero	O
y	O
Cía	O
,	O
1916	O
.	O
-LSB-	O
Quito	LOC
-RSB-	O
,	O
-LSB-	O
S.n.	O
-RSB-	O
-LRB-	O
suscríbese	O
en	O
casa	O
de	O
Manuel	PERS
Ontaneda	PERS
-RRB-	O
,	O
1833	O
México	LOC
,	O
ImprentaReina	O
Regente	O
''	O
de	O
J.	O
de	O
Elizalde	O
y	O
Cía.	O
,	O
1895	O
Guadalajara	LOC
,	O
Tipografía	O
de	O
Luis	PERS
Pérez	PERS
Verdía	PERS
,	O
1883	O
Guadalajara	LOC
,	O
Tipografía	O
de	O
Luis	PERS
Pérez	PERS
Verdía	PERS
,	O
1884	O
London	LOC
,	O
Hakluyt	O
Society	O
,	O
1953	O
Barcelona	LOC
,	O
Barcino	LOC
,	O
1930	O
París	LOC
,	O
Librería	O
española	O
de	O
Garnier	O
Hermanos	O
,	O
1887	O
Barcelona	LOC
,	O
Ilustració	O
catalana	O
,	O
1907-1917	O
-LRB-	O
Barcelona	LOC
:	O
Establ	O
.	O
gràf	O
.	O
Thomas	O
-RRB-	O
.	O
Cuenca	LOC
,	O
Imprenta	O
del	O
Gobierno	O
por	O
Diego	O
Ruiz	O
,	O
1845-1846	O
Quito	LOC
,	O
Tip	O
.	O
y	O
Encuadernación	O
Salesianas	O
,	O
1925	O
Quito	LOC
,	O
Talleres	O
Gráficos	O
de	O
Educación	O
,	O
1939	O
Quito	LOC
,	O
Litografía	O
e	O
imprenta	O
Romer	O
,	O
1950	O
Quito	LOC
,	O
La	O
Prensa	O
Católica	O
,	O
1952	O
México	LOC
,	O
Isidro	O
Epstein	O
,	O
1874	O
.	O
México	LOC
,	O
Isidro	O
Epstein	O
,	O
1875	O
.	O
Guayaquil	LOC
,	O
Imp	O
.	O
de	O
Manuel	O
Ignacio	O
Murillo	O
,	O
1839-1840	O
México	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1867	O
-LRB-	O
Imp	O
.	O
de	O
J.M.	O
Lara	O
-RRB-	O
.	O
Barcelona	LOC
,	O
Imp	O
.	O
de	O
Antonio	O
Bergnes	O
y	O
Cía	O
,	O
1839-1840	O
Cádiz	LOC
,	O
Imp	O
.	O
y	O
Lit	O
.	O
de	O
la	O
Revista	O
Médica	O
,	O
1848	O
Buenos	LOC
Aires	LOC
,	O
Félix	PERS
Lajouane	PERS
,	O
1898	O
Sevilla	LOC
,	O
20	O
abril	O
1358	O
.	O
Cervera	LOC
,	O
29	O
novembre	O
de	O
1714	O
.	O
Barcelona	LOC
,	O
1814-1855	O
.	O
-LSB-	O
Barcelona	LOC
-RSB-	O
,	O
febrer-desembre	O
1457	O
.	O
-LSB-	O
Montevideo	LOC
-RSB-	O
,	O
Maximino	PERS
García	PERS
-LRB-	O
Imp.El	O
Siglo	O
Ilustrado	O
-RRB-	O
,	O
-LSB-	O
1924	O
-RSB-	O
.	O
Montevideo	LOC
,	O
ImprentaEl	O
Siglo	O
Ilustrado	O
''	O
,	O
1907	O
.	O
Barcelona	LOC
:	O
Maucci	O
;	O
Buenos	LOC
Aires	LOC
,	O
Maucci	O
Hermanos	O
,	O
1911	O
Quito	LOC
,	O
Imprenta	O
Municipal	O
,	O
1912	O
Londres	LOC
,	O
McDowal	O
,	O
1830	O
.	O
Cuenca	LOC
,	O
Impreso	O
por	O
Diego	O
Ruiz	O
,	O
1846	O
.	O
--	O
Ejemplar	O
perteneciente	O
a	O
Santiago	O
Herrero	O
Lugo	LOC
,	O
Patronato	O
del	O
Bimilenario	O
de	O
Lugo	LOC
,	O
1977	O
Barcelona	LOC
,	O
Biblioteca	O
de	O
Catalunya	LOC
,	O
1933	O
.	O
Quito	LOC
,	O
Editorial	O
Ecuatoriana	O
,	O
1941	O
Quito	LOC
,	O
Editorial	O
Ecuatoriana	O
,	O
1943	O
Génova	LOC
,	O
1822	O
.	O
Barcelona	LOC
,	O
Estampa	O
de	O
Víctor	O
Berdós	O
y	O
Feliu	O
,	O
1886	O
.	O
Barcelona	LOC
,	O
20	O
maig	O
1476	O
.	O
Berlín	LOC
,	O
Librería	O
de	O
G.	O
C.	O
Nauck	O
,	O
1818	O
Quito	LOC
-LRB-	O
Ecuador	LOC
-RRB-	O
,	O
Editorial	O
Ecuatoriana	O
,	O
1934	O
Barcelona	LOC
,	O
Lezcano	O
,	O
1905	O
-LSB-	O
Quito	LOC
-RSB-	O
,	O
Oficina	O
de	O
Joaquín	O
Terán	O
,	O
-LSB-	O
1846	O
-RSB-	O
Bilbao	LOC
,	O
Administración	O
de	O
El	ORG
Mensajero	ORG
del	O
Corazón	O
de	O
Jesús	O
,	O
1891	O
.	O
México	LOC
,	O
J.	O
Ballescá	O
y	O
Compañía	O
,	O
1900	O
México	LOC
,	O
J.	O
Ballescá	O
y	O
Compañía	O
,	O
1902	O
Buenos	LOC
Aires	LOC
,	O
Cabaut	O
y	O
Cía	O
,	O
1905	O
México	LOC
,	O
Imprenta	O
de	O
J.M.Lara	O
,	O
1841	O
Londres	LOC
Alcalá	LOC
de	LOC
Henares	LOC
,	O
la	O
Junta	O
1905	O
México	LOC
,	O
Impreso	O
por	O
J.M.Lara	O
,	O
1842	O
México	LOC
,	O
Impresa	O
por	O
J.M.Lara	O
,	O
1842	O
3ª	O
impr.	O
,	O
México	LOC
,	O
Imprenta	O
de	O
D.	O
Phelipe	O
de	O
Zúñiga	O
y	O
Ontiveros	O
,	O
1706	O
México	LOC
,	O
en	O
casa	O
de	O
Pedro	O
Ocharte	O
,	O
1582	O
éxico	O
,	O
por	O
Doña	O
María	O
de	O
Benavides	PERS
,	O
viuda	O
de	O
Juan	PERS
de	PERS
Ribera	PERS
,	O
1688	O
Barcelona	LOC
,	O
Imp	O
.	O
de	O
N.	O
Ramirez	O
,	O
1864	O
.	O
-LSB-	O
Barcelona	LOC
,	O
Imp	O
.	O
de	O
Jaime	PERS
Jepús	PERS
,	O
1871	O
-RSB-	O
.	O
Barcelona	LOC
,	O
Imp	O
.	O
de	O
Jaime	PERS
Jepús	PERS
,	O
1869	O
.	O
Barcelona	LOC
,	O
Antoni	O
López	O
,	O
Llibr	O
.	O
Espanyola	O
,	O
-LSB-	O
1905	O
-RSB-	O
.	O
Barcelona	LOC
,	O
Llibr	O
.	O
de	O
Eudalt	O
Puig	O
,	O
1869	O
.	O
Barcelona	LOC
,	O
Impr	O
.	O
de	O
Espasa	O
Germans	O
y	O
Salvat	O
,	O
1875	O
.	O
Barcelona	LOC
,	O
La	O
Ilustració	O
Catalana	O
,	O
-LSB-	O
1905	O
?	O
-RSB-	O
.	O
Amberes	LOC
,	O
en	O
Casa	O
de	O
Gerónimo	O
y	O
Juan	O
Bautista	O
Verdussen	O
,	O
1669	O
México	LOC
,	O
Universidad	O
Nacional	O
Autónoma	O
de	O
México	LOC
,	O
Coordinación	O
de	O
Difusión	O
Cultura	O
,	O
Coordinación	O
de	O
Humanidades	O
,	O
1995	O
.	O
Cádiz	LOC
,	O
Imp	O
.	O
Real	O
,	O
1811	O
Cádiz	LOC
,	O
Imp	O
.	O
Nacional	O
,	O
1813	O
Leipzig	O
,	O
Tipografía	O
F.	O
A.	O
Brockhaus	O
,	O
1892	O
Quito	LOC
-LRB-	O
Ecuador	LOC
-RRB-	O
,	O
La	O
Prensa	O
Católica	O
,	O
1953	O
Quito	LOC
-LRB-	O
Ecuador	LOC
-RRB-	O
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1944	O
México	LOC
,	O
Imprenta	O
del	O
Real	O
y	O
más	O
Antiguo	O
Colegio	O
de	O
S.	O
Idelfonso	O
,	O
1766	O
.	O
México	LOC
,	O
a	O
expensas	O
de	O
Don	O
Miguel	O
González	O
Calderón	O
-LRB-	O
Imp	O
.	O
de	O
Don	O
Felipe	O
Zúniga	O
,	O
1787	O
-RRB-	O
Granada	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1505	O
.	O
Barcelona	LOC
,	O
Llibr	O
.	O
Nacional	O
y	O
Estrangera	O
de	O
Francisco	PERS
Martorell	PERS
,	O
1859	O
.	O
Barcelona	LOC
,	O
Estampa	O
religiosa	O
y	O
científica	O
del	O
hereu	O
d'en	O
Pau	O
Riera	O
,	O
1873	O
.	O
Palma	LOC
,	O
Imprenta	O
de	O
D.	O
Felip	O
Guasp	O
,	O
1863	O
.	O
-LSB-	O
Barcelona	LOC
,	O
Llibr	O
.	O
de	O
Jaume	O
Ballbé	O
y	O
Companyia	O
,	O
1888	O
-RSB-	O
.	O
Barcelona	LOC
:	O
Llibrería	O
-LSB-	O
sic	O
-RSB-	O
d'Alvar	O
Verdaguer	O
,	O
1893	O
.	O
Albuquerque	LOC
-LRB-	O
México	LOC
-RRB-	O
,	O
F.M.	O
Chacón	O
,	O
1924	O
Valencia	LOC
,	O
J.	O
Mariana	O
y	O
Sanz	O
,	O
1860	O
.	O
México	LOC
,	O
-LSB-	O
Imprenta	O
y	O
Encuadernación	O
de	O
Ireneo	O
Paz	O
-RSB-	O
,	O
1896	O
México	LOC
,	O
Establecimiento	O
litográfico	O
de	O
Victor	O
Debray	O
y	O
Cía	O
,	O
1877	O
México	LOC
,	O
por	O
Pedro	O
Ocharte	O
,	O
en	O
1571	O
México	LOC
,	O
por	O
la	O
viuda	O
de	O
Bernardo	PERS
Calderón	PERS
,	O
Año	O
de	O
1656	O
Mexico	LOC
,	O
Iin	O
edibus	O
Antonij	O
Spinosa	O
.	O
Sumptibus	O
et	O
expensis	O
Petri	O
Ocharte	O
,	O
1576	O
México	LOC
,	O
en	O
casa	O
de	O
Antonio	O
de	O
Espinosa	O
,	O
1565	O
México	LOC
,	O
Publicaciones	O
de	O
la	O
Secretaría	O
de	O
Relaciones	O
Exteriores	O
,	O
1930	O
Caracas	LOC
,	O
Tip	O
.	O
deEl	O
Cojo	O
''	O
,	O
1892	O
México	LOC
,	O
Imp	O
.	O
de	O
J.M.	O
Andrade	O
y	O
F.	O
Escalante	O
,	O
1867	O
.	O
México	LOC
,	O
Imp	O
.	O
de	O
Ignacio	PERS
Escalante	PERS
,	O
1880	O
.	O
Barcelona	LOC
,	O
Montaner	O
y	O
Simón	O
,	O
1894	O
.	O
Barcelona	LOC
,	O
Imprenta	O
de	O
A.	O
Bergnes	O
y	O
Comp.	O
,	O
1833	O
.	O
Barcelona	LOC
,	O
Imprenta	O
de	O
Pons	O
y	O
Cía	O
,	O
1851	O
.	O
Barcelona	LOC
,	O
Librería	O
de	O
Juan	O
y	O
Antonio	O
Bastinos	O
,	O
1886	O
.	O
Barcelona	LOC
:	O
Centro	O
Editorial	O
Artístico	O
de	O
Miguel	O
Seguí	O
,	O
-LSB-	O
1897	O
-RSB-	O
Cádiz	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1810-1813	O
Santiago	O
,	O
Imp	O
.	O
Chile	LOC
,	O
1916	O
León	LOC
,	O
En	O
casa	O
de	O
Tournachon-Molin	PERS
,	O
año	O
1810	O
León	LOC
,	O
En	O
casa	O
de	O
Tournachon-Molin	PERS
,	O
año	O
1810	O
.	O
Santiago	O
,	O
Impr	O
.	O
Universitaria	O
,	O
1916	O
Santiago	LOC
de	LOC
Chile	LOC
,	O
Impr	O
.	O
Universitaria	O
,	O
1928	O
Valparaíso	LOC
,	O
Soc	O
.	O
Impr	O
.	O
y	O
Litogr	O
.	O
Universo	O
,	O
1916	O
Santiago	O
,	O
Impr	O
.	O
deLa	O
Estrella	O
de	O
Chile	LOC
''	O
,	O
1878	O
-LSB-	O
Santiago	O
-RSB-	O
,	O
Eds	O
.	O
de	O
la	O
Univ.	O
de	O
Chile	LOC
,	O
1949	O
Girona	LOC
:	O
Impr	O
.	O
de	O
'n	O
Manel	O
Llach	O
,	O
1882	O
.	O
Vich	LOC
:	O
Tip	O
.	O
y	O
Llibr	O
.	O
Católica	O
de	O
Sant	O
Joseph	O
,	O
1889	O
.	O
Vich	LOC
:	O
Impr	O
.	O
i	O
llibr	O
.	O
Ausetana	O
,	O
1912	O
.	O
Barcelona	LOC
,	O
Ilustració	O
Catalana	O
,	O
1904	O
Olot	O
,	O
Imprempta	O
de	O
Narcís	O
Planadevall	O
,	O
1898	O
Chile	LOC
,	O
Universidad	O
de	O
Chile	LOC
,	O
1932	O
Jaén	LOC
,	O
Tipografía	O
de	O
La	O
Regeneración	O
,	O
1908	O
.	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
de	O
la	O
Universidad	O
,	O
1926	O
Barcelona	LOC
,	O
Luis	PERS
Tasso	PERS
,	O
1905	O
.	O
Barcelona	LOC
,	O
Bosch	O
,	O
1939	O
.	O
Sevilla	LOC
,	O
Ayuntamiento	O
,	O
1918	O
.	O
Salamanca	LOC
,	O
Instituto	O
de	O
Historia	O
del	O
libro	O
y	O
de	O
la	O
lectura	O
,	O
2004	O
Sevilla	LOC
,	O
Imprenta	O
de	O
Manuel	O
P.	O
Salvado	O
,	O
1867	O
.	O
València	LOC
,	O
Lope	O
de	O
Roca	O
,	O
1497	O
.	O
Vich	LOC
,	O
Gazeta	O
montayesa	O
,	O
1907	O
.	O
Barcelona	LOC
,	O
Llibrería	O
y	O
Tipografía	O
Católica	O
,	O
1885	O
.	O
Barcelona	LOC
,	O
Impr	O
.	O
M.	O
Tasis	O
,	O
-LSB-	O
1929	O
?	O
-RSB-	O
Palma	LOC
:	O
-LSB-	O
Tipografía	O
de	O
la	O
Biblioteca	O
Popular	O
-RSB-	O
,	O
1886	O
Barcelona	LOC
,	O
Alvar	O
Verdaguer	O
,	O
1904	O
Palma	LOC
,	O
Impr	O
.	O
de	O
Pedro	O
José	O
Gelabert	O
,	O
1859	O
Barcelona	LOC
:	O
Gustau	O
Gili	O
,	O
1907	O
Barcelona	LOC
,	O
Impr	O
.	O
de	O
la	O
Renaixensa	O
,	O
1877	O
.	O
Palma	LOC
:	O
J.	O
Tous	O
,	O
1892	O
.	O
Barcelona	LOC
,	O
Ilustració	O
Catalana	O
,	O
1905	O
.	O
Bilbao	LOC
,	O
Sociedad	O
Tipográfica	O
Popular	O
,	O
1903	O
.	O
Mexico	LOC
,	O
por	O
Joseph	O
Fernando	O
de	O
Hogal	O
...	O
,	O
1737	O
México	LOC
,	O
Tip	O
.	O
de	O
los	O
Sucesores	O
de	O
F.	PERS
Díaz	PERS
de	PERS
León	PERS
,	O
1905	O
México	LOC
,	O
Pedro	PERS
Robredo	PERS
,	O
1939	O
Zaragoza	LOC
,	O
por	O
Manuel	PERS
Román	PERS
,	O
impresor	O
de	O
la	O
Universidad	O
,	O
a	O
costa	O
de	O
Matías	O
de	O
Lezaum	O
...	O
,	O
1692	O
.	O
México	LOC
,	O
La	O
Casa	O
de	O
España	LOC
en	O
México	LOC
,	O
Editorial	O
Presencia	O
,	O
1930	O
Bogotá	LOC
,	O
Prensas	O
de	O
la	O
Biblioteca	O
Nacional	O
,	O
1942	O
México	LOC
,	O
por	O
Francisco	O
Rodríguez	O
Lupercio	O
,	O
1681	O
México	LOC
,	O
Por	O
Juan	PERS
de	PERS
Ribera	PERS
,	O
en	O
el	O
Empedradillo	O
,	O
1683	O
Caracas	LOC
,	O
Parra	PERS
León	PERS
Hermanos	PERS
,	O
1930	O
Caracas	LOC
,	O
Parra	PERS
León	PERS
Hermanos	PERS
,	O
1932	O
.	O
.	O
México	LOC
,	O
Por	O
la	O
Viuda	O
de	O
Bernardo	PERS
Calderón	PERS
,	O
1680	O
Sevilla	LOC
,	O
Sociedad	O
de	O
Autores	O
Españoles	O
,	O
1905	O
-LRB-	O
Imprenta	O
de	O
Francisco	O
de	O
P.	O
Díaz	O
-RRB-	O
.	O
Valparaiso	LOC
,	O
Imprenta	O
y	O
Librería	O
del	O
Mercurio	O
de	O
Santos	O
Tornero	O
,	O
1863	O
Sevilla	LOC
,	O
Cuatro	O
compañeros	O
alemanes	O
-LSB-	O
=	O
Pablo	O
de	O
Colonia.Juan	O
Pegnitzer	O
,	O
Magno	O
Herbst	O
y	O
Tomás	O
Glockner	O
-RSB-	O
-LRB-	O
3	O
marzo	O
,	O
1492	O
-RRB-	O
.	O
Barcelona	LOC
,	O
Llibrería	O
d'Alvar	O
Verdaguer	O
,	O
1873	O
.	O
Puebla	LOC
de	LOC
los	LOC
Ángeles	LOC
,	O
en	O
la	O
imprenta	O
de	O
Diego	PERS
Fernández	PERS
de	PERS
León	PERS
,	O
año	O
de	O
1690	O
.	O
Salamanca	LOC
,	O
Ediciones	O
Universidad	O
de	O
Salamanca	LOC
,	O
2005	O
Sevilla	LOC
,	O
1490	O
Salamanca	LOC
,	O
1495	O
?	O
México	LOC
,	O
Fondo	O
de	O
Cultura	O
Económica	O
,	O
1955	O
Barcelona	LOC
,	O
Francisco	PERS
Martorell	PERS
,	O
1868	O
.	O
Porto	LOC
,	O
1959	O
Bogotá	LOC
,	O
Empress	O
Nacional	O
de	O
Publicaciones	O
,	O
1957	O
México	LOC
,	O
Imprenta	O
de	O
José	O
Mariano	O
Lara	O
,	O
1844	O
Ayuntamiento	O
de	O
Villena	LOC
.	O
Zaragoza	LOC
1957	O
,	O
Madrid	LOC
,	O
1959	O
Tortosa	LOC
,	O
en	O
la	O
imprenta	O
de	O
Francisco	PERS
Martorell	PERS
,	O
a	O
costa	O
de	O
Pedro	O
Escuer	O
,	O
1634	O
.	O
Albacete	LOC
,	O
1947	O
Cartagena	LOC
,	O
1949	O
Murcia	LOC
,	O
1947	O
París	LOC
,	O
Librería	O
de	O
Don	PERS
Vicente	PERS
Salvá	PERS
,	O
1847	O
París	LOC
,	O
Librería	O
de	O
Don	PERS
Vicente	PERS
Salvá	PERS
,	O
1846	O
París	LOC
,	O
En	O
la	O
Librería	O
de	O
Seguin	O
,	O
1825	O
Barcelona	LOC
,	O
Francisco	PERS
Martorell	PERS
,	O
1869	O
.	O
Valencia	LOC
,	O
Servicio	O
de	O
Investigaciones	O
Prehistóricas	O
de	O
la	O
Diputación	O
Provincial	O
de	O
Valencia	LOC
,	O
1956	O
Cartagena	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1951	O
Zaragoza	LOC
:	O
Institución	O
Fernando	O
el	O
Católico	O
,	O
1952	O
Zaragoza	LOC
:	O
Institución	O
Fernando	O
el	O
Católico	O
,	O
1955	O
Zaragoza	LOC
,	O
Gallifa	O
,	O
1844	O
.	O
Zaragoza	LOC
,	O
Secretaría	O
General	O
de	O
los	O
Congresos	O
Arqueológicos	O
Nacionales	O
,	O
1959	O
Buenos	LOC
Aires	LOC
,	O
Centurión	O
,	O
1948	O
Buenos	LOC
Aires	LOC
,	O
Imprenta	O
de	O
Sud-América	O
,	O
1887	O
Alicante	LOC
,	O
Departamento	O
de	O
Cultura	O
de	O
la	O
Delegación	O
Provincial	O
de	O
Educación	O
,	O
-LSB-	O
1954	O
-RSB-	O
-1956	O
Elche	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1947	O
.	O
Salamanca	LOC
:	O
Universidad	O
de	O
Salamanca	LOC
,	O
1953	O
Barcelona	LOC
,	O
Llibrería	O
d'Alvar	O
Verdaguer	O
,	O
1873	O
.	O
Montevideo	LOC
,	O
Imp	O
.	O
Dornaleche	O
y	O
Reyes	O
,	O
1899	O
.	O
Barcelona	LOC
,	O
Librería	O
de	O
Juan	O
y	O
Antonio	O
Bastinos	O
,	O
1883	O
Barcelona	LOC
,	O
Librería	O
de	O
Juan	O
y	O
Antonio	O
Bastinos	O
,1883	O
Alicante	LOC
,	O
Palmeral	O
,	O
2005	O
Barcelona	LOC
,	O
Editorial	O
Catalana	O
,	O
1918	O
-	O
--	O
.	O
Zaragoza	LOC
,	O
Pedro	O
Vergés	O
,	O
1637	O
.	O
Lisboa	LOC
,	O
Tipografía	O
de	O
la	O
misma	O
Academia	O
,	O
1806	O
.	O
Valencia	LOC
,	O
Emprenta	O
de	O
Emili	O
Pasqual	O
,	O
1882	O
Valencia	LOC
,	O
Imprenta	O
a	O
c.	O
de	O
Carlos	O
Verdejo	O
,	O
1876	O
.	O
Valencia	LOC
,	O
Imprenta	O
de	O
Chusep	O
M.ª	O
Blesa	O
,	O
1877	O
.	O
Valladolid	LOC
,	O
-LSB-	O
s.n.	O
-RSB-	O
,	O
1555	O
Berlín	LOC
,	O
Gonzalo	PERS
de	PERS
Quesada	PERS
,	O
1911	O
Valladolid	LOC
,	O
Imp	O
.	O
y	O
Librería	O
Nacional	O
y	O
Extranjera	O
de	O
Hijos	O
de	O
Rodríguez	O
,	O
1887	O
.	O
Zaragoza	LOC
:	O
Institución	O
Fernando	O
el	O
Católico	O
,	O
1955	O
Caracas	LOC
,	O
Biblioteca	O
Ayacucho	O
,	O
1958	O
.	O
Córdoba	LOC
,	O
Gabriel	PERS
Ramos	PERS
Bejarano	PERS
,	O
1586	O
.	O
México	LOC
,	O
Pólit	O
,	O
1947	O
.	O
Buenos	LOC
Aires	LOC
,	O
Imp	O
.	O
de	O
La	O
Tribuna	O
,	O
1879	O
.	O
Santiago	LOC
de	LOC
Chile	LOC
,	O
Imp	O
.	O
Nacional	O
,	O
1892	O
.	O
